id,label,fullname,tong,lt,th,khoi,group,type,clo,content,plo,level
C072,Nhi YHCT,Nhi khoa YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các phương pháp điều trị được chỉ định cho các bệnh Nhi khoa thường gặp bằng YHHĐ kết hợp YHCT,PLO6,R
C073,TH Nhi YHCT,Thực hành Nhi khoa YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá các thông tin trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý nhi khoa thường gặp,PLO5,M
C073,TH Nhi YHCT,Thực hành Nhi khoa YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,"Đề xuất được kế hoạch điều trị bằng YHCT trên nguyên tắc lý- pháp-  phương- dược và lý- pháp- phương- huyệt dựa trên chẩn đoán, mục tiêu điều trị, phòng bệnh các bệnh Nhi khoa thường gặp",PLO6,M
C073,TH Nhi YHCT,Thực hành Nhi khoa YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO3,Hướng dẫn được các phương pháp chăm sóc trẻ và cách vệ sinh phòng bệnh một số bệnh lý Nhi khoa thường gặp,PLO7,R
C074,DL YHCT,Da liễu YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO1,"Phân tích nguyên nhân, cơ chế bệnh sinh và các triệu chứng lâm sàng để đưa ra chẩn đoán các bệnh lý Da liễu thường gặp theo YHCT và YHHĐ",PLO5,R
C074,DL YHCT,Da liễu YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO2,"Phân tích được phương pháp điều trị (dùng thuốc, không dùng thuốc) kết hợp YHCT và YHHĐ các bệnh Da liễu thường gặp",PLO6,R
C075,TH DL YHCT,Thực hành Da liễu YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá các thông tin trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý da liễu thường gặp,PLO5,M
C075,TH DL YHCT,Thực hành Da liễu YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,"Đề xuất được kế hoạch điều trị bằng y học cổ truyền trên nguyên tắc lý - pháp - phương - dược và lý - pháp - phương - huyệt dựa trên chẩn đoán, mục tiêu điều trị, phòng bệnh các bệnh Da liễu thường gặp",PLO6,M
C076,Ngoại YHCT,Ngoại YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO1,"Phân tích nguyên nhân, cơ chế bệnh sinh và các triệu chứng lâm sàng để đưa ra chẩn đoán các bệnh lý Ngoại thường gặp theo YHCT và YHHĐ",PLO5,R
C076,Ngoại YHCT,Ngoại YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO2,"Phân tích được phương pháp điều trị (dùng thuốc, không dùng thuốc) kết hợp YHCT và YHHĐ các bệnh Ngoại thường gặp",PLO6,R
C076,Ngoại YHCT,Ngoại YHCT ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO3,Giải thích được các chỉ định và các tác dụng không mong muốn của thuốc dùng ngoài,PLO7,R
C077,TH Ngoại YHCT,Thực hành Ngoại YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý Ngoại thường gặp,PLO5,M
C077,TH Ngoại YHCT,Thực hành Ngoại YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,"Đề xuất được kế hoạch điều trị bằng y học cổ truyền trên nguyên tắc lý - pháp - phương - dược và lý - pháp - phương - huyệt dựa trên chẩn đoán, mục tiêu điều trị, phòng bệnh các bệnh Ngoại khoa thường gặp",PLO6,M
C077,TH Ngoại YHCT,Thực hành Ngoại YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO3,Thực hiện được cách xử trí tai biến trên bệnh mẫu,PLO7,M
C077,TH Ngoại YHCT,Thực hành Ngoại YHCT ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO4,"Thực hiện được kỹ thuật chườm, ngâm thuốc YHCT trên người mẫu",PLO7,M
C078,Ngũ quan,Ngũ quan ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý Ngũ quan thường gặp theo YHCT và YHHĐ,PLO5,R
C078,Ngũ quan,Ngũ quan ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh Ngũ quan thường gặp,PLO5,R
C078,Ngũ quan,Ngũ quan ,1,1,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích được phương pháp điều trị (dùng thuốc, không dùng thuốc) kết hợp YHCT và YHHĐ các bệnh Ngũ quan thường gặp",PLO6,R
C079,TH NQ,Thực hành Ngũ quan,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý Ngũ quan thường gặp,PLO5,M
C079,TH NQ,Thực hành Ngũ quan,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,"Đề xuất được kế hoạch điều trị bằng y học cổ truyền trên nguyên tắc lý - pháp - phương - dược và lý - pháp - phương - huyệt dựa trên chẩn đoán, mục tiêu điều trị, dự phòng các bệnh Ngũ quan thường gặp",PLO6,M
C080,CBDL,Chế biến dược liệu ,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,Phân tích được đặc điểm của các dạng bào chế thuốc cổ truyền và cơ sở lựa chọn dạng thuốc trong điều trị ,PLO6,R
C080,CBDL,Chế biến dược liệu ,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,Vận dụng các kiến thức YHHĐ và YHCT để phân tích các tác dụng của các phương pháp chế biến dược liệu,PLO6,R
C081,TH CBDL,Thực hành Chế biến dược liệu  ,2,0,2,Đông y,Ngành,Clinical Methods,CLO1,Thực hiện đúng kỹ thuật chế biến các vị thuốc cổ truyền thông thường theo quy định của Bộ Y Tế,PLO6,R
C081,TH CBDL,Thực hành Chế biến dược liệu  ,2,0,2,Đông y,Ngành,Clinical Methods,CLO2,Thực hiện đúng quy trình bào chế một số dạng thành phẩm thuốc cổ truyền thường dùng ,PLO6,R
C082,Thuốc YHCT,Thuốc YHCT ,3,3,0,Đông y,Ngành,Clinical Methods,CLO1,"Giải thích được nguồn gốc, tính năng, tương tác, tính vị, quy kinh, tác dụng, chỉ định, chống chỉ định, liều lượng của các vị thuốc y học cổ truyền và các vị thuốc YHCT thông dụng có nguồn gốc bản địa ở Việt Nam",PLO4,R
C082,Thuốc YHCT,Thuốc YHCT ,3,3,0,Đông y,Ngành,Clinical Methods,CLO2,Phân tích được sự liên quan của các nhóm hoạt chất tự nhiên trong thuốc YHCT đến tác dụng dược lý của thuốc,PLO6,R
C082,Thuốc YHCT,Thuốc YHCT ,3,3,0,Đông y,Ngành,Clinical Methods,CLO3,Ứng dụng các kiến thức về đặc điểm của vị thuốc phân biệt các vị thuốc y học cổ truyền và các vị thuốc YHCT thông dụng có nguồn gốc bản địa ở Việt Nam trong các nhóm thuốc,PLO6,R
C083,TH Thuốc YHCT,Thực hành Thuốc YHCT ,2,0,2,Đông y,Ngành,Clinical Methods,CLO1,Xác định được các vị thuốc y học cổ truyền,PLO6,R
C083,TH Thuốc YHCT,Thực hành Thuốc YHCT ,2,0,2,Đông y,Ngành,Clinical Methods,CLO2,"Xác định được bộ phận dùng, tính vị, quy kinh, công năng, chủ trị của các vị thuốc y học cổ truyền",PLO6,R
C084,Kinh mạch,Kinh mạch học,2,2,0,Đông y,Ngành,Clinical Methods,CLO1,"Phân tích được các triệu chứng bệnh lý của 12 kinh chính, 12 kinh cân, kỳ kinh bát mạch",PLO5,I
C084,Kinh mạch,Kinh mạch học,2,2,0,Đông y,Ngành,Clinical Methods,CLO2,Vận dụng được lộ trình đường kinh trong chẩn đoán YHCT dựa trên tình huống cho sẵn,PLO7,I
C085,TH Kinh mạch,Thực hành Kinh mạch học,2,0,2,Đông y,Ngành,Clinical Methods,CLO1,Xác định chính xác lộ trình 12 đường kinh và vị trí 160 huyệt thường dùng trên người mẫu,PLO7,R
C085,TH Kinh mạch,Thực hành Kinh mạch học,2,0,2,Đông y,Ngành,Clinical Methods,CLO2,Thực hiện được kỹ năng khám đường kinh trên người mẫu,PLO5,I
C086,Châm 1,Châm cứu 1,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,"Giải thích được cơ sở lý luận của hào châm, cứu, điện châm, mai hoa châm",PLO5,R
C086,Châm 1,Châm cứu 1,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,Giải thích được các nguyên tắc sử dụng châm cứu trong điều trị.,PLO6,R
C086,Châm 1,Châm cứu 1,1,1,0,Đông y,Ngành,Clinical Methods,CLO3,"Phân tích được phạm vi ứng dụng và chống chỉ định của hào châm, cứu, điện châm, mai hoa châm và đề xuất được cách xử trí tai biến trong châm cứu.",PLO7,R
C087,TH Châm 1,Thực hành Châm cứu 1,2,0,2,Đông y,Ngành,Clinical Methods,CLO1,Giải thích được các nguyên tắc sử dụng châm cứu trong điều trị,PLO6,R
C087,TH Châm 1,Thực hành Châm cứu 1,2,0,2,Đông y,Ngành,Clinical Methods,CLO2,"Thực hiện chính xác các kỹ thuật hào châm, cứu, điện châm, mai hoa châm theo phác đồ quy định của Bộ Y tế trên người mẫu.",PLO7,R
C087,TH Châm 1,Thực hành Châm cứu 1,2,0,2,Đông y,Ngành,Clinical Methods,CLO3,"Thực hiện đúng quy trình kiểm soát nhiễm khuẩn và kiểm tra dụng cụ, thiết bị và phòng ngừa, xử trí một số tai biến",PLO8,R
C088,Châm 2,Châm cứu 2,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,"Giải thích cơ sở lý luận của các phương pháp: Nhĩ châm, Đầu châm, Laser châm, Chích lễ, Thủy châm",PLO4,R
C088,Châm 2,Châm cứu 2,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được phạm vi ứng dụng Nhĩ châm, Đầu châm, Laser châm, Chích lể, Thủy châm vào việc chỉ định và chống chỉ định một số bệnh thường gặp",PLO6,M
C088,Châm 2,Châm cứu 2,1,1,0,Đông y,Ngành,Clinical Methods,CLO3,"Phân tích được cách thực hiện các phương pháp châm cứu: Nhĩ châm, Đầu châm, Laser châm, Chích lể, Thủy châm",PLO7,M
C089,TH Châm 2,Thực hành Châm cứu 2,2,0,2,Đông y,Ngành,Clinical Methods,CLO1,Ứng dụng được phương pháp châm cứu trong ca lâm sàng giả định,PLO6,M
C089,TH Châm 2,Thực hành Châm cứu 2,2,0,2,Đông y,Ngành,Clinical Methods,CLO2,Phòng ngừa và xử trí được tai biến trên bệnh mẫu,PLO7,M
C089,TH Châm 2,Thực hành Châm cứu 2,2,0,2,Đông y,Ngành,Clinical Methods,CLO3,"Thực hiện chính xác các kỹ thuật Nhĩ châm, Đầu châm, Thủy châm, Laser châm, Chích lể theo phác đồ quy định của Bộ Y tế trên người mẫu",PLO7,M
C090,Thực dưỡng,Thực dưỡng,2,2,0,Đông y,Ngành,Health Promotion,CLO1,"Phân tích vai trò và nhu cầu dinh dưỡng, giá trị dinh dưỡng của thực phẩm theo YHCT và YHHĐ",PLO8,R
C090,Thực dưỡng,Thực dưỡng,2,2,0,Đông y,Ngành,Health Promotion,CLO2,"Phân tích vai trò dinh dưỡng, thực dưỡng y học cổ truyền trong nâng cao sức khỏe cộng đồng",PLO8,R
C090,Thực dưỡng,Thực dưỡng,2,2,0,Đông y,Ngành,Health Promotion,CLO3,Ứng dụng thực dưỡng phù hợp với một số tình trạng bệnh lý thường gặp theo nguyên lý YHCT kết hợp YHHĐ,PLO7,R
C091,TH Thực dưỡng,Thực hành Thực dưỡng ,1,0,1,Đông y,Ngành,Health Promotion,CLO1,Xây dựng được nội dung tư vấn chế độ ăn cá thể hóa theo thực dưỡng YHCT kết hợp YHHĐ,PLO6,R
C091,TH Thực dưỡng,Thực hành Thực dưỡng ,1,0,1,Đông y,Ngành,Health Promotion,CLO2,Xây dựng được nội dung tư vấn chế độ ăn phù hợp trong chăm sóc sức khỏe cộng đồng,PLO8,R
C092,TT Cộng đồng,Thực tập cộng đồng ,1,0,1,Tây y,Ngành,Health Promotion,CLO1,Ứng dụng các nguyên tắc y tế công cộng và YHCT trong thực hành  chăm sóc các vấn đề sức khoẻ thường gặp,PLO8,M
C092,TT Cộng đồng,Thực tập cộng đồng ,1,0,1,Tây y,Ngành,Health Promotion,CLO2,"Thực hiện tư vấn nội dung để cải thiện, duy trì sức khỏe, phòng bệnh bằng YHCT và YHHĐ",PLO8,M
C092,TT Cộng đồng,Thực tập cộng đồng ,1,0,1,Tây y,Ngành,Health Promotion,CLO3,"Phân tích các yếu tố nguy cơ, mối liên quan giữa các yếu tố nguy cơ bệnh, dịch bệnh trên cơ sở kết hợp YHHĐ và YHCT",PLO8,M
C093,Ôn bệnh,Ôn bệnh,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,"Phân tích được nguyên nhân, cơ chế bệnh sinh, các triệu chứng lâm sàng và cận lâm sàng giúp định hướng chẩn đoán các bệnh lý Ôn bệnh thường gặp theo YHHĐ và các hội chứng bệnh theo YHCT",PLO5,R
C093,Ôn bệnh,Ôn bệnh,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được nguyên tắc điều trị, điều trị cụ thể và phòng bệnh trong các bệnh lý Ôn bệnh thường gặp theo YHHĐ và trong hội chứng bệnh theo YHCT",PLO6,R
C094,Dưỡng sinh,Dưỡng sinh ,1,1,0,Đông y,Ngành,Health Promotion,CLO1,"Phân tích được vai trò của Dưỡng sinh trong dự phòng, nâng cao sức khỏe",PLO8,R
C094,Dưỡng sinh,Dưỡng sinh ,1,1,0,Đông y,Ngành,Health Promotion,CLO2,"Phân tích được cách thực hiện động tác, tác dụng, chỉ định và chống chỉ định của 60 động tác dưỡng sinh Nguyễn Văn Hưởng",PLO6,R
C094,Dưỡng sinh,Dưỡng sinh ,1,1,0,Đông y,Ngành,Health Promotion,CLO3,Giải thích được cơ chế tác dụng của các nội dung phương pháp dưỡng sinh theo YHCT và YHHĐ,PLO8,R
C094,Dưỡng sinh,Dưỡng sinh ,1,1,0,Đông y,Ngành,Health Promotion,CLO4,Ứng dụng bài tập dưỡng sinh phù hợp với các bệnh lý thường gặp,PLO6,R
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO1,"Ứng dụng được nguyên tắc của Dưỡng sinh trong dự phòng, nâng cao sức khỏe trong tình huống cụ thể",PLO8,M
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO2,"Thực hiện được kỹ thuật của các động tác dưỡng sinh phù hợp với các 
bệnh lý thường gặp",PLO7,M
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO3,Chỉ định được các động tác dưỡng sinh phù hợp với các bệnh lý thường gặp,PLO6,M
C095,TH DS,Thực hành Dưỡng sinh,1,0,1,Đông y,Ngành,Health Promotion,CLO4,Hướng dẫn được các động tác dưỡng sinh trong giảm đau và một số bệnh lý thường gặp,PLO7,M
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO1,"Giải thích được cơ chế tác dụng và vai trò của xoa bóp bấm huyệt, đánh gió, giác hơi theo YHCT, theo YHHĐ",PLO6,R
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO2,Phân tích được phạm vi ứng dụng và chống chỉ định của xoa bóp bấm huyệt,PLO7,R
C096,XBBH,Xoa bóp – Bấm huyệt,1,1,0,Đông y,Ngành,Health Promotion,CLO3,"Ứng dụng được kiến thức về các kỹ thuật tác động da, cơ, huyệt, khớp để phân tích các phương pháp xoa bóp 7 vùng cơ thể, phương pháp đánh gió và giác hơi",PLO7,R
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO1,"Giải thích được chỉ định các phương pháp xoa bóp bấm huyệt, đánh gió, giác hơi cụ thể phù hợp với các bệnh lý thường gặp",PLO6,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO2,Nhận biết được nguy cơ xảy ra tác dụng không mong muốn và thực hiện được quy trình xử trí trên lâm sàng  ,PLO7,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO3,"Thực hiện được kỹ thuật tác động lên da, cơ, huyệt, khớp; phương pháp xoa bóp bấm huyệt 7 vùng cơ thể; phương pháp đánh gió và giác hơi",PLO7,M
C097,TH XBBH,Thực hành Xoa bóp – Bấm huyệt,2,0,2,Đông y,Ngành,Health Promotion,CLO4,"Lựa chọn và thực hiện được các kỹ thuật XBBH, đánh gió, giác hơi trong quản lý đau trên lâm sàng ",PLO7,M
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích được đặc điểm dược động học của thuốc,PLO6,R
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được cơ chế của các tương tác thuốc thường gặp theo YHCT và YHHĐ,PLO6,R
C098,Dược LS,Dược lâm sàng kết hợp ,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,Ứng dụng được hiệu chỉnh liều dùng trên đối tượng đặc biệt,PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng thu thập thông tin về dược lâm sàng đảm bảo tính khoa học và tin cậy,PLO3,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được nguyên nhân và hướng xử trí các tương tác trong các tình huống cụ thể,PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO3,"Vận dụng được thông tin thuốc và nguyên tắc kê đơn thuốc để đánh giá tính an toàn, hợp lý của đơn thuốc ngoại trú",PLO6,R
C099,TH Dược LS,Thực hành Dược lâm sàng kết hợp  ,1,0,1,Kết hợp,Ngành,Clinical Methods,CLO4,Ứng dụng được nguyên tắc sử dụng kháng sinh và các thuốc hoá dược vào tình huống cụ thể ,PLO6,R
C100,PT 1,Phương tễ I,2,2,0,Đông y,Ngành,Clinical Methods,CLO1,"Trình bày được nguyên tắc cấu tạo cơ bản của 1 bài thuốc YHCT, các hình thức, cách sử dụng các dạng phương tễ thường dùng",PLO6,R
C100,PT 1,Phương tễ I,2,2,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được nguyên tắc cấu tạo, thành phần, cơ chế, công dụng, chỉ định, chống chỉ định của các bài thuốc YHCT",PLO6,R
C101,PT 2,Phương tễ II ,1,1,0,Đông y,Ngành,Clinical Methods,CLO1,"Trình bày được nguyên tắc cấu tạo cơ bản của 1 bài thuốc nam, các hình thức, cách sử dụng các bài thuốc nam thường dùng",PLO6,R
C101,PT 2,Phương tễ II ,1,1,0,Đông y,Ngành,Clinical Methods,CLO2,"Phân tích được nguyên tắc cấu tạo, thành phần, cơ chế, công dụng, chỉ định, chống chỉ định của các bài thuốc Nam thường gặp",PLO6,R
C102,TH PT,Thực hành Phương tễ ,1,0,1,Đông y,Ngành,Clinical Methods,CLO1,"Phân tích được tính vị quy kinh, sự phối ngũ của các vị thuốc YHCT, cấu trúc cơ bản bài thuốc cổ phương đáp ứng pháp trị của case lâm sàng cụ thể",PLO6,R
C102,TH PT,Thực hành Phương tễ ,1,0,1,Đông y,Ngành,Clinical Methods,CLO2,"Xây dựng được phương thuốc phù hợp từ các bài thuốc cổ phương trong điều trị một số bệnh, hội chứng bệnh thường gặp",PLO6,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Tim mạch-Hô hấp thường gặp theo YHCT và YHHĐ,PLO5,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Tim mạch-Hô hấp thường gặp,PLO5,R
C103,TMHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý tim mạch, hô hấp thường gặp",PLO6,R
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Tim mạch-Hô hấp,PLO7,M
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Tim mạch-hô hấp thường gặp,PLO5,M
C104,TH TMHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Tim mạch-Hô hấp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý tim mạch, hô hấp thường gặp",PLO6,M
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Thần kinh thường gặp ,PLO5,R
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Thần kinh thường gặp theo YHCT và YHHĐ,PLO5,R
C105,TK,Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp",PLO6,R
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Thần kinh,PLO7,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Thần kinh thường gặp,PLO5,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,"Xây dựng được kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp",PLO6,M
C106,TH TK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thần kinh,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ trong một số bệnh lý Thần kinh thường gặp,PLO6,M
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Cơ xương khớp thường gặp theo YHCT và YHHĐ,PLO5,R
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh lý thuộc hệ thống Cơ xương khớp thường gặp,PLO5,R
C107,CXK,Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Cơ xương khớp thường gặp",PLO6,R
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Đánh giá được các thông tin khám trên lâm sàng và cận lâm sàng để đưa ra được chẩn đoán phù hợp trong một số bệnh lý hệ thống Cơ xương khớp thường gặp,PLO5,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO2,"Xây dựng được kế hoạch điều trị và dự phòng theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý cơ xương khớp thường gặp",PLO6,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO3,Lập được hồ sơ quản lý sức khỏe YHCT kết hợp YHHĐ,PLO6,M
C108,TH CXK,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Cơ xương khớp,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO4,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Cơ xương khớp,PLO7,M
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO1,Phân tích nguyên nhân và cơ chế bệnh sinh để đưa ra chẩn đoán các bệnh lý hệ thống Thận - Nội tiết - Huyết học thường gặp theo YHCT và YHHĐ,PLO5,R
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO2,Phân tích được các triệu chứng lâm sàng để chẩn đoán bệnh theo YHHĐ và hội chứng bệnh theo YHCT các bệnh hệ thống Thận - Nội tiết-Huyết học thường gặp,PLO5,R
C109,NTHH,Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,2,0,Kết hợp,Ngành,Clinical Methods,CLO3,"Phân tích kế hoạch điều trị  theo YHCT, YHCT kết hợp YHHĐ trong một số bệnh lý Thận-Nội tiết-Huyết học thường gặp",PLO6,R
C110,TH NTHH,Thực hành Bệnh học và điều trị nội khoa kết hợp hệ thống Thận – Nội tiết – Huyết học,2,0,2,Kết hợp,Ngành,Clinical Methods,CLO1,Thực hiện được kỹ năng khám lâm sàng trong một số bệnh lý hệ thống Thận-Nội tiết-Huyết học,PLO7,M
